stim_id,gameID,condition,Q0,Q1,rt,time_elapsed,comprehension_attempt,q0correct,Q0correct,Q1correct,correct
6790957196019241f9c4f6b4,7300-26294324-fb0d-4605-beff-26d77f614899,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,28294,988121,1.0,1.0,1,1,1
6790957196019241f9c4f6c8,6467-cb2e41ae-5a2b-4c95-996f-e6cf85a0c8e3,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,75019,471098,1.0,1.0,1,1,1
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,9951,219141,1.0,1.0,1,1,1
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,3330,54268,1.0,1.0,1,1,1
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,25584,1214149,1.0,1.0,1,1,1
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,49656,1511428,1.0,1.0,1,1,1
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,8829,1764822,1.0,1.0,1,1,1
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,56771,315495,1.0,1.0,1,1,1
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,25241,152881,1.0,1.0,1,1,1
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,I will rate how difficult puzzles are,Try to solve some puzzles,18262,130291,1.0,1.0,0,1,0
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,25995,141712,1.0,1.0,1,1,1
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,23889,145769,1.0,1.0,1,1,1
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,38510,149312,1.0,1.0,1,1,1
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,I will rate how enjoyable puzzles are,Try to solve some puzzles,9868,149890,1.0,1.0,0,1,0
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,I will rate how enjoyable puzzles are,Try to design new puzzle levels,4655,155647,2.0,2.0,0,0,0
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,I will rate how enjoyable puzzles are,Try to design new puzzle levels,72139,204735,2.0,2.0,1,0,0
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,12852,120148,1.0,1.0,1,1,1
6790957296019241f9c4f6f3,9594-b4a0871c-d192-4076-849f-725c42fca9e9,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,17171,89813,1.0,1.0,1,1,1
6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,33187,179494,1.0,1.0,1,1,1
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,49104,251589,1.0,1.0,1,1,1
6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,35659,186464,1.0,1.0,1,1,1
6790957296019241f9c4f6eb,3984-6085564f-0e03-4d95-8c42-5960925b58d4,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,19946,181069,1.0,1.0,1,1,1
6790957296019241f9c4f6e9,5601-369631c8-7a4d-4e81-bf57-9ddb39b26599,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,23270,190515,1.0,1.0,1,1,1
6790957296019241f9c4f6e8,4864-2d876561-18cc-4580-a9dd-1f7df57f0846,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,51936,242273,1.0,1.0,1,1,1
6790957296019241f9c4f6ea,6168-52e0099e-01df-47f5-baa9-9ac43994c386,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,10551,241147,1.0,1.0,1,1,1
6790957296019241f9c4f6da,1618-bb1e82ca-f705-4fe3-9faa-d4c2a384f765,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,62514,311637,1.0,1.0,1,1,1
6790957296019241f9c4f6e3,5375-ab37d089-2c51-4719-93a9-711288b685d3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,27076,285802,1.0,1.0,1,1,1
6790957296019241f9c4f6f0,1081-f3734232-af29-4083-b525-0e873a53fe8c,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,22512,243404,1.0,1.0,1,1,1
6790957296019241f9c4f6f6,4573-395f7ee2-6647-4ff5-b640-563a6cc0a2a6,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,29098,216172,1.0,1.0,1,1,1
6790957296019241f9c4f6fc,5435-cee71947-0890-4fea-87a7-87436b716833,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,18084,172857,1.0,1.0,1,1,1
6790957296019241f9c4f6f1,0944-32927126-2235-43ca-9049-176f11d5ed37,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,21999,340173,1.0,1.0,1,1,1
6790957396019241f9c4f6fe,6984-07a123bd-aadc-4394-a7d8-e536ed335409,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,24497,164393,1.0,1.0,1,1,1
6790957296019241f9c4f6f2,2062-58787898-2571-4dbe-ada6-d5d8b01733e0,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,40233,393914,1.0,1.0,1,1,1
6790957296019241f9c4f6f4,3548-9f9bd540-a039-48f5-8e30-ab9bb98eef5a,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,47707,369648,1.0,1.0,1,1,1
6790957296019241f9c4f6ee,5364-1dfb70c2-0310-4462-9da8-7ae9789fb59c,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,78314,417577,1.0,1.0,1,1,1
6790957296019241f9c4f6fd,5497-69ae086c-e5f2-4e0f-92e3-56a0ce289ac9,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,54695,265007,1.0,1.0,1,1,1
6790957296019241f9c4f6fb,6592-26111741-cc3b-49ae-8240-01fbd43601a7,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,47302,329255,1.0,1.0,1,1,1
6790957296019241f9c4f6ed,6384-911d9784-6aa8-4303-a5d9-8e3cf05f3fc3,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,26860,542636,1.0,1.0,1,1,1
6790957296019241f9c4f6e4,3597-0e5653b6-361d-47de-a030-16129665a943,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,91239,599343,1.0,1.0,1,1,1
6790957296019241f9c4f6f5,2959-16ea6cec-9a81-4c72-99f6-9b4eabbfe01b,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,85472,542960,1.0,1.0,1,1,1
6790957296019241f9c4f6dd,9306-9ca11d40-b1d9-4087-903e-4e3017d5fe73,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,91564,670604,1.0,1.0,1,1,1
6790957396019241f9c4f707,1868-5f36b54e-a446-4591-b505-02703f7fe668,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,32415,206365,1.0,1.0,1,1,1
6790957296019241f9c4f6ec,3558-581c16ab-e94a-4712-875c-aa00c3ad0c18,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,93467,687402,1.0,1.0,1,1,1
6790957396019241f9c4f6ff,1045-aa63ae58-d937-4a55-9758-7b4499b6d35d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,65933,647336,1.0,1.0,1,1,1
6790957296019241f9c4f6e7,7828-9600a188-1b85-4f18-938d-08563f8de99d,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,225623,1363332,1.0,1.0,1,1,1
6790957396019241f9c4f70a,8641-7fc6dedf-1b2d-432e-a54e-66ee2a1555ef,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,4568,227194,1.0,1.0,1,1,1
6790957396019241f9c4f708,7980-44188e71-07a9-4b10-9443-e403fb260878,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,91914,692135,1.0,1.0,1,1,1
6790957396019241f9c4f705,0489-ce115b3f-7373-4787-a922-530db263a032,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,39173,1179459,1.0,1.0,1,1,1
6790957296019241f9c4f6e1,7204-92658df1-0813-4b78-a319-d949238063d6,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,23863,1863248,1.0,1.0,1,1,1
6790957396019241f9c4f709,9622-c35366f0-841c-4f09-b0ce-eba1e8c86c33,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,104641,974421,1.0,1.0,1,1,1
6790957396019241f9c4f70b,5894-7e9b4902-e770-4177-aa68-f5ab400cbdc4,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,59220,336156,1.0,1.0,1,1,1
6790957396019241f9c4f70d,0094-1aa919a3-7863-4629-911e-07ef26a06c5c,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,31409,185453,1.0,1.0,1,1,1
6790957396019241f9c4f711,6109-a184f8cb-a5b5-4468-9faa-7fc8adc2ca8b,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,8968,99257,1.0,1.0,1,1,1
6790957396019241f9c4f718,8084-5dfe77ae-e04e-483d-9a16-a9192635e882,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,29823,126805,1.0,1.0,1,1,1
6790957396019241f9c4f71b,3896-25b5ba92-de74-4d13-9a5e-d133e3937c5c,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,17588,150663,1.0,1.0,1,1,1
6790957396019241f9c4f71c,5760-5c35b845-f130-43a4-ae58-5610e575cced,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,16252,153999,1.0,1.0,1,1,1
6790957396019241f9c4f71b,9657-0e8343a5-3cb5-4177-89bd-ccb14b8ca382,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,31895,190878,1.0,1.0,1,1,1
6790957396019241f9c4f714,5138-8a669d09-a2e6-4493-a989-8763ce3049f9,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,34290,242144,1.0,1.0,1,1,1
6790957396019241f9c4f721,9803-6ddc3fe3-d3b3-461a-b1ee-de9e184b817d,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,17880,188166,1.0,1.0,1,1,1
6790957396019241f9c4f722,2642-2733cf46-6dd9-4b58-aeb6-01dbdbaadc96,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,15154,179083,1.0,1.0,1,1,1
6790957496019241f9c4f72f,3140-e0ae9986-4196-46e0-a9df-468af61b1adb,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,18637,131893,1.0,1.0,1,1,1
6790957396019241f9c4f71e,9106-6ab247a9-b6c9-46e3-82d3-0e0502564fff,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,25814,226482,1.0,1.0,1,1,1
6790957496019241f9c4f72b,6476-0fb36e47-b958-4bea-a63d-a42ce65c9cd0,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,43646,158329,1.0,1.0,1,1,1
6790957396019241f9c4f712,0114-5172ef1f-750b-4fb4-a553-8d4a8b201dfd,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,31161,315628,1.0,1.0,1,1,1
6790957396019241f9c4f71f,5507-3fbfc775-3539-45c7-95e8-fae084fd3f99,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,48586,250176,1.0,1.0,1,1,1
6790957396019241f9c4f70f,4307-3b7e2100-d4f5-49ad-8099-d892b86898dc,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,39515,339184,1.0,1.0,1,1,1
6790957396019241f9c4f717,0767-a231ee78-a3a7-4789-b317-c73ca20977b5,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,43671,309412,1.0,1.0,1,1,1
6790957496019241f9c4f735,6697-fdc26f6a-4286-43fa-b251-451cc41ed290,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,5274,96651,1.0,1.0,1,1,1
6790957396019241f9c4f725,7498-a2890963-df67-46a3-a905-c4181d22fbb4,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,46710,235704,1.0,1.0,1,1,1
6790957396019241f9c4f715,2216-9bd2f0e1-53c9-4ece-b5a0-78a0d97c2101,difficult,I will rate how difficult puzzles are,Try to solve some puzzles,21105,341810,1.0,1.0,1,1,1
6790957496019241f9c4f72a,5309-8cc7495e-5700-4cbf-b2dd-37e211274e0e,enjoyable,I will rate how enjoyable puzzles are,Try to solve some puzzles,24327,235829,1.0,1.0,1,1,1
