collection_name,level_name,level_width,level_height,layout,num_boxes,sokobanonline__likes,sokobanonline__dislikes,sokobanonline__num_played,sokobanonline__num_solved,sokobanonline__uniquely_solved,sokobanonline__shortest_solution,sokobanonline__top_solutions
Sokogen-990602-Levels,11,7,7,"['#####', '#   #', '# # ###', '#*.$  #', '#  #$ #', '#@   .#', '#######']",3,5,0,159,122,90,28,"[{'ranked': 1, 'steps': 28, 'num_players': 51}, {'ranked': 2, 'steps': 30, 'num_players': 5}, {'ranked': 3, 'steps': 31, 'num_players': 11}, {'ranked': 4, 'steps': 32, 'num_players': 3}, {'ranked': 5, 'steps': 33, 'num_players': 5}, {'ranked': 6, 'steps': 34, 'num_players': 2}, {'ranked': 7, 'steps': 35, 'num_players': 3}, {'ranked': 8, 'steps': 36, 'num_players': 1}, {'ranked': 9, 'steps': 37, 'num_players': 1}, {'ranked': 10, 'steps': 38, 'num_players': 2}]"
Sokogen-990602-Levels,12,7,6,"['#######', '###  @#', '#. *# #', '#   $ #', '# $. ##', '#######']",3,6,0,111,96,91,34,"[{'ranked': 1, 'steps': 34, 'num_players': 78}, {'ranked': 2, 'steps': 36, 'num_players': 3}, {'ranked': 3, 'steps': 38, 'num_players': 2}, {'ranked': 4, 'steps': 44, 'num_players': 1}, {'ranked': 5, 'steps': 46, 'num_players': 2}, {'ranked': 6, 'steps': 50, 'num_players': 3}, {'ranked': 7, 'steps': 52, 'num_players': 1}, {'ranked': 8, 'steps': 56, 'num_players': 1}, {'ranked': 9, 'steps': 58, 'num_players': 1}]"
Sokogen-990602-Levels,13,8,6,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']",3,7,0,174,121,92,38,"[{'ranked': 1, 'steps': 38, 'num_players': 54}, {'ranked': 2, 'steps': 44, 'num_players': 1}, {'ranked': 3, 'steps': 46, 'num_players': 3}, {'ranked': 4, 'steps': 50, 'num_players': 9}, {'ranked': 5, 'steps': 52, 'num_players': 4}, {'ranked': 6, 'steps': 54, 'num_players': 16}, {'ranked': 7, 'steps': 56, 'num_players': 9}, {'ranked': 8, 'steps': 58, 'num_players': 5}, {'ranked': 9, 'steps': 60, 'num_players': 3}, {'ranked': 10, 'steps': 70, 'num_players': 2}]"
Sokogen-990602-Levels,14,7,7,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']",3,6,0,124,113,91,37,"[{'ranked': 1, 'steps': 37, 'num_players': 66}, {'ranked': 2, 'steps': 39, 'num_players': 7}, {'ranked': 3, 'steps': 41, 'num_players': 3}, {'ranked': 4, 'steps': 43, 'num_players': 2}, {'ranked': 5, 'steps': 45, 'num_players': 2}, {'ranked': 6, 'steps': 47, 'num_players': 4}, {'ranked': 7, 'steps': 55, 'num_players': 5}, {'ranked': 8, 'steps': 57, 'num_players': 7}, {'ranked': 9, 'steps': 59, 'num_players': 2}, {'ranked': 10, 'steps': 61, 'num_players': 3}]"
Sokogen-990602-Levels,15,7,6,"['#######', '#  ####', '#   *.#', '#  $# #', '#  .$@#', '#######']",3,5,0,140,122,95,30,"[{'ranked': 1, 'steps': 30, 'num_players': 73}, {'ranked': 2, 'steps': 32, 'num_players': 5}, {'ranked': 3, 'steps': 34, 'num_players': 25}, {'ranked': 4, 'steps': 38, 'num_players': 9}, {'ranked': 5, 'steps': 40, 'num_players': 1}, {'ranked': 6, 'steps': 42, 'num_players': 2}]"
Sokogen-990602-Levels,16,8,6,"['#######', '#  .  ##', '# $$#. #', '# #@$  #', '#  .#  #', '########']",3,6,0,130,104,93,31,"[{'ranked': 1, 'steps': 31, 'num_players': 72}, {'ranked': 2, 'steps': 33, 'num_players': 1}, {'ranked': 3, 'steps': 35, 'num_players': 1}, {'ranked': 4, 'steps': 43, 'num_players': 7}, {'ranked': 5, 'steps': 49, 'num_players': 11}, {'ranked': 6, 'steps': 51, 'num_players': 1}, {'ranked': 7, 'steps': 53, 'num_players': 2}, {'ranked': 8, 'steps': 55, 'num_players': 1}, {'ranked': 9, 'steps': 57, 'num_players': 2}, {'ranked': 10, 'steps': 69, 'num_players': 1}]"
Sokogen-990602-Levels,17,7,7,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']",3,4,0,185,159,90,41,"[{'ranked': 1, 'steps': 41, 'num_players': 38}, {'ranked': 2, 'steps': 43, 'num_players': 18}, {'ranked': 3, 'steps': 45, 'num_players': 6}, {'ranked': 4, 'steps': 47, 'num_players': 15}, {'ranked': 5, 'steps': 49, 'num_players': 10}, {'ranked': 6, 'steps': 51, 'num_players': 16}, {'ranked': 7, 'steps': 53, 'num_players': 8}, {'ranked': 8, 'steps': 55, 'num_players': 9}, {'ranked': 9, 'steps': 57, 'num_players': 5}, {'ranked': 10, 'steps': 59, 'num_players': 5}]"
Sokogen-990602-Levels,18,7,7,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']",3,5,0,146,115,91,31,"[{'ranked': 1, 'steps': 31, 'num_players': 46}, {'ranked': 2, 'steps': 33, 'num_players': 1}, {'ranked': 3, 'steps': 35, 'num_players': 18}, {'ranked': 4, 'steps': 37, 'num_players': 2}, {'ranked': 5, 'steps': 39, 'num_players': 14}, {'ranked': 6, 'steps': 41, 'num_players': 7}, {'ranked': 7, 'steps': 43, 'num_players': 4}, {'ranked': 8, 'steps': 45, 'num_players': 6}, {'ranked': 9, 'steps': 47, 'num_players': 1}, {'ranked': 10, 'steps': 49, 'num_players': 10}]"
Sokogen-990602-Levels,19,6,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']",3,5,0,160,110,93,41,"[{'ranked': 1, 'steps': 41, 'num_players': 65}, {'ranked': 2, 'steps': 43, 'num_players': 6}, {'ranked': 3, 'steps': 45, 'num_players': 6}, {'ranked': 4, 'steps': 47, 'num_players': 4}, {'ranked': 5, 'steps': 49, 'num_players': 2}, {'ranked': 6, 'steps': 51, 'num_players': 3}, {'ranked': 7, 'steps': 53, 'num_players': 8}, {'ranked': 8, 'steps': 55, 'num_players': 6}, {'ranked': 9, 'steps': 57, 'num_players': 4}, {'ranked': 10, 'steps': 61, 'num_players': 2}]"
Sokogen-990602-Levels,20,8,6,"['#######', '#@    ##', '# # #$ #', '#. $*  #', '#   # .#', '########']",3,6,0,152,114,86,51,"[{'ranked': 1, 'steps': 51, 'num_players': 44}, {'ranked': 2, 'steps': 53, 'num_players': 1}, {'ranked': 3, 'steps': 55, 'num_players': 18}, {'ranked': 4, 'steps': 57, 'num_players': 2}, {'ranked': 5, 'steps': 59, 'num_players': 1}, {'ranked': 6, 'steps': 61, 'num_players': 2}, {'ranked': 7, 'steps': 63, 'num_players': 1}, {'ranked': 8, 'steps': 73, 'num_players': 4}, {'ranked': 9, 'steps': 75, 'num_players': 4}, {'ranked': 10, 'steps': 79, 'num_players': 3}]"
Sokogen-990602-Levels,21,7,6,"['######', '#   @##', '#  #* #', '#   $ #', '#  $..#', '#######']",3,4,0,125,102,91,34,"[{'ranked': 1, 'steps': 34, 'num_players': 61}, {'ranked': 2, 'steps': 36, 'num_players': 25}, {'ranked': 3, 'steps': 38, 'num_players': 7}, {'ranked': 4, 'steps': 40, 'num_players': 2}, {'ranked': 5, 'steps': 44, 'num_players': 1}, {'ranked': 6, 'steps': 46, 'num_players': 1}, {'ranked': 7, 'steps': 50, 'num_players': 1}, {'ranked': 8, 'steps': 52, 'num_players': 1}, {'ranked': 9, 'steps': 54, 'num_players': 1}, {'ranked': 10, 'steps': 58, 'num_players': 1}]"
Sokogen-990602-Levels,22,8,6,"['   #####', '#### . #', '# @$   #', '#   ** #', '#    ###', '######']",3,4,0,163,108,86,56,"[{'ranked': 1, 'steps': 56, 'num_players': 33}, {'ranked': 2, 'steps': 58, 'num_players': 21}, {'ranked': 3, 'steps': 60, 'num_players': 10}, {'ranked': 4, 'steps': 62, 'num_players': 16}, {'ranked': 5, 'steps': 64, 'num_players': 9}, {'ranked': 6, 'steps': 68, 'num_players': 5}, {'ranked': 7, 'steps': 72, 'num_players': 1}, {'ranked': 8, 'steps': 74, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 1}]"
Sokogen-990602-Levels,23,8,6,"['########', '##  . ##', '#   $$@#', '# #. $ #', '#  .#  #', '########']",3,4,0,149,121,90,22,"[{'ranked': 1, 'steps': 22, 'num_players': 66}, {'ranked': 2, 'steps': 23, 'num_players': 11}, {'ranked': 3, 'steps': 24, 'num_players': 11}, {'ranked': 4, 'steps': 25, 'num_players': 2}, {'ranked': 5, 'steps': 26, 'num_players': 4}, {'ranked': 6, 'steps': 32, 'num_players': 1}, {'ranked': 7, 'steps': 35, 'num_players': 2}, {'ranked': 8, 'steps': 37, 'num_players': 1}, {'ranked': 9, 'steps': 41, 'num_players': 1}, {'ranked': 10, 'steps': 43, 'num_players': 1}]"
Sokogen-990602-Levels,24,8,7,"['#######', '#  .  #', '# $ # ##', '#.#$ $ #', '#  .#@ #', '#   #  #', '########']",3,4,0,141,101,86,62,"[{'ranked': 1, 'steps': 62, 'num_players': 51}, {'ranked': 2, 'steps': 63, 'num_players': 6}, {'ranked': 3, 'steps': 64, 'num_players': 3}, {'ranked': 4, 'steps': 68, 'num_players': 3}, {'ranked': 5, 'steps': 70, 'num_players': 8}, {'ranked': 6, 'steps': 71, 'num_players': 1}, {'ranked': 7, 'steps': 72, 'num_players': 9}, {'ranked': 8, 'steps': 73, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 4}]"
Sokogen-990602-Levels,25,7,7,"['#######', '#.  ###', '# # $ #', '#  *  #', '#  ## #', '# *  @#', '#######']",3,5,0,132,105,87,58,"[{'ranked': 1, 'steps': 58, 'num_players': 51}, {'ranked': 2, 'steps': 60, 'num_players': 10}, {'ranked': 3, 'steps': 61, 'num_players': 3}, {'ranked': 4, 'steps': 62, 'num_players': 1}, {'ranked': 5, 'steps': 64, 'num_players': 1}, {'ranked': 6, 'steps': 66, 'num_players': 1}, {'ranked': 7, 'steps': 67, 'num_players': 1}, {'ranked': 8, 'steps': 68, 'num_players': 2}, {'ranked': 9, 'steps': 70, 'num_players': 8}, {'ranked': 10, 'steps': 72, 'num_players': 7}]"
Sokogen-990602-Levels,26,8,6,"['#######', '#     ##', '# #@#  #', '#.$$$. #', '#   #. #', '########']",3,5,0,130,102,87,54,"[{'ranked': 1, 'steps': 54, 'num_players': 42}, {'ranked': 2, 'steps': 56, 'num_players': 1}, {'ranked': 3, 'steps': 58, 'num_players': 29}, {'ranked': 4, 'steps': 62, 'num_players': 6}, {'ranked': 5, 'steps': 64, 'num_players': 4}, {'ranked': 6, 'steps': 66, 'num_players': 2}, {'ranked': 7, 'steps': 68, 'num_players': 2}, {'ranked': 8, 'steps': 70, 'num_players': 1}, {'ranked': 9, 'steps': 74, 'num_players': 1}, {'ranked': 10, 'steps': 76, 'num_players': 2}]"
Sokogen-990602-Levels,27,8,6,"['########', '#@.#####', '#$$   ##', '#.$ # ##', '#  .  ##', '########']",3,5,0,124,98,86,26,"[{'ranked': 1, 'steps': 26, 'num_players': 67}, {'ranked': 2, 'steps': 28, 'num_players': 5}, {'ranked': 3, 'steps': 34, 'num_players': 12}, {'ranked': 4, 'steps': 36, 'num_players': 1}, {'ranked': 5, 'steps': 38, 'num_players': 1}, {'ranked': 6, 'steps': 40, 'num_players': 3}, {'ranked': 7, 'steps': 42, 'num_players': 1}, {'ranked': 8, 'steps': 44, 'num_players': 2}, {'ranked': 9, 'steps': 46, 'num_players': 1}, {'ranked': 10, 'steps': 48, 'num_players': 1}]"
Sokogen-990602-Levels,28,7,7,"['#####', '#   #', '# # ###', '#. $$ #', '#.  # #', '#  *@ #', '#######']",3,4,0,130,100,85,58,"[{'ranked': 1, 'steps': 58, 'num_players': 41}, {'ranked': 2, 'steps': 60, 'num_players': 2}, {'ranked': 3, 'steps': 62, 'num_players': 10}, {'ranked': 4, 'steps': 64, 'num_players': 2}, {'ranked': 5, 'steps': 66, 'num_players': 5}, {'ranked': 6, 'steps': 68, 'num_players': 7}, {'ranked': 7, 'steps': 72, 'num_players': 4}, {'ranked': 8, 'steps': 74, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 1}]"
Sokogen-990602-Levels,29,8,6,"['########', '##.   ##', '#  $$$+#', '# # #  #', '#.    ##', '########']",3,4,0,132,104,82,68,"[{'ranked': 1, 'steps': 68, 'num_players': 45}, {'ranked': 2, 'steps': 70, 'num_players': 1}, {'ranked': 3, 'steps': 72, 'num_players': 1}, {'ranked': 4, 'steps': 74, 'num_players': 2}, {'ranked': 5, 'steps': 76, 'num_players': 21}, {'ranked': 6, 'steps': 78, 'num_players': 8}, {'ranked': 7, 'steps': 80, 'num_players': 6}, {'ranked': 8, 'steps': 82, 'num_players': 7}, {'ranked': 9, 'steps': 84, 'num_players': 1}, {'ranked': 10, 'steps': 86, 'num_players': 1}]"
Sokogen-990602-Levels,30,7,6,"['#######', '##.  ##', '#+$$$ #', '# #  .#', '#    ##', '#######']",3,7,0,116,91,85,39,"[{'ranked': 1, 'steps': 39, 'num_players': 73}, {'ranked': 2, 'steps': 41, 'num_players': 6}, {'ranked': 3, 'steps': 43, 'num_players': 2}, {'ranked': 4, 'steps': 45, 'num_players': 1}, {'ranked': 5, 'steps': 47, 'num_players': 1}, {'ranked': 6, 'steps': 49, 'num_players': 2}, {'ranked': 7, 'steps': 51, 'num_players': 1}, {'ranked': 8, 'steps': 53, 'num_players': 1}]"
Sokogen-990602-Levels,31,7,7,"['#####', '#   ##', '#.   ##', '# #.$ #', '# $$# #', '##@.  #', ' ######']",3,5,0,121,93,83,42,"[{'ranked': 1, 'steps': 42, 'num_players': 61}, {'ranked': 2, 'steps': 44, 'num_players': 7}, {'ranked': 3, 'steps': 46, 'num_players': 2}, {'ranked': 4, 'steps': 47, 'num_players': 6}, {'ranked': 5, 'steps': 48, 'num_players': 1}, {'ranked': 6, 'steps': 50, 'num_players': 1}, {'ranked': 7, 'steps': 51, 'num_players': 1}, {'ranked': 8, 'steps': 52, 'num_players': 5}, {'ranked': 9, 'steps': 54, 'num_players': 2}, {'ranked': 10, 'steps': 55, 'num_players': 1}]"
Sokogen-990602-Levels,32,7,7,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']",3,4,0,134,101,84,33,"[{'ranked': 1, 'steps': 33, 'num_players': 59}, {'ranked': 2, 'steps': 35, 'num_players': 6}, {'ranked': 3, 'steps': 37, 'num_players': 19}, {'ranked': 4, 'steps': 39, 'num_players': 5}, {'ranked': 5, 'steps': 41, 'num_players': 1}, {'ranked': 6, 'steps': 43, 'num_players': 3}, {'ranked': 7, 'steps': 47, 'num_players': 1}, {'ranked': 8, 'steps': 49, 'num_players': 1}, {'ranked': 9, 'steps': 53, 'num_players': 1}]"
Sokogen-990602-Levels,33,7,7,"['#####', '#   ##', '# #$ ##', '#. *  #', '# $#  #', '#+ *  #', '#######']",4,4,0,131,99,81,47,"[{'ranked': 1, 'steps': 47, 'num_players': 51}, {'ranked': 2, 'steps': 49, 'num_players': 2}, {'ranked': 3, 'steps': 51, 'num_players': 10}, {'ranked': 4, 'steps': 55, 'num_players': 2}, {'ranked': 5, 'steps': 57, 'num_players': 1}, {'ranked': 6, 'steps': 59, 'num_players': 11}, {'ranked': 7, 'steps': 61, 'num_players': 6}, {'ranked': 8, 'steps': 63, 'num_players': 1}, {'ranked': 9, 'steps': 65, 'num_players': 1}, {'ranked': 10, 'steps': 67, 'num_players': 1}]"
Sokogen-990602-Levels,34,8,7,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']",3,4,0,130,101,80,66,"[{'ranked': 1, 'steps': 66, 'num_players': 27}, {'ranked': 2, 'steps': 68, 'num_players': 14}, {'ranked': 3, 'steps': 70, 'num_players': 9}, {'ranked': 4, 'steps': 72, 'num_players': 1}, {'ranked': 5, 'steps': 74, 'num_players': 8}, {'ranked': 6, 'steps': 76, 'num_players': 7}, {'ranked': 7, 'steps': 78, 'num_players': 3}, {'ranked': 8, 'steps': 80, 'num_players': 3}, {'ranked': 9, 'steps': 82, 'num_players': 3}, {'ranked': 10, 'steps': 84, 'num_players': 4}]"
Sokogen-990602-Levels,35,8,6,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']",3,6,0,111,93,81,53,"[{'ranked': 1, 'steps': 53, 'num_players': 48}, {'ranked': 2, 'steps': 55, 'num_players': 3}, {'ranked': 3, 'steps': 57, 'num_players': 1}, {'ranked': 4, 'steps': 59, 'num_players': 1}, {'ranked': 5, 'steps': 61, 'num_players': 12}, {'ranked': 6, 'steps': 63, 'num_players': 9}, {'ranked': 7, 'steps': 65, 'num_players': 3}, {'ranked': 8, 'steps': 67, 'num_players': 2}, {'ranked': 9, 'steps': 69, 'num_players': 1}, {'ranked': 10, 'steps': 71, 'num_players': 1}]"
Sokogen-990602-Levels,36,8,7,"['#######', '#@ .. ##', '# $ #  #', '# #$$  #', '#   #  #', '#.  #  #', '########']",3,4,0,164,117,79,59,"[{'ranked': 1, 'steps': 59, 'num_players': 32}, {'ranked': 2, 'steps': 61, 'num_players': 16}, {'ranked': 3, 'steps': 63, 'num_players': 6}, {'ranked': 4, 'steps': 65, 'num_players': 5}, {'ranked': 5, 'steps': 67, 'num_players': 6}, {'ranked': 6, 'steps': 69, 'num_players': 9}, {'ranked': 7, 'steps': 71, 'num_players': 7}, {'ranked': 8, 'steps': 73, 'num_players': 5}, {'ranked': 9, 'steps': 75, 'num_players': 7}, {'ranked': 10, 'steps': 77, 'num_players': 5}]"
Sokogen-990602-Levels,37,8,7,"['########', '## .$@##', '## *$$ #', '# .    #', '# # #  #', '#  .####', '########']",4,6,0,168,85,69,53,"[{'ranked': 1, 'steps': 53, 'num_players': 35}, {'ranked': 2, 'steps': 54, 'num_players': 5}, {'ranked': 3, 'steps': 55, 'num_players': 3}, {'ranked': 4, 'steps': 56, 'num_players': 3}, {'ranked': 5, 'steps': 58, 'num_players': 2}, {'ranked': 6, 'steps': 59, 'num_players': 5}, {'ranked': 7, 'steps': 60, 'num_players': 3}, {'ranked': 8, 'steps': 61, 'num_players': 3}, {'ranked': 9, 'steps': 62, 'num_players': 8}, {'ranked': 10, 'steps': 63, 'num_players': 2}]"
Sokogen-990602-Levels,38,8,6,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']",3,5,0,127,86,79,75,"[{'ranked': 1, 'steps': 75, 'num_players': 50}, {'ranked': 2, 'steps': 77, 'num_players': 11}, {'ranked': 3, 'steps': 79, 'num_players': 7}, {'ranked': 4, 'steps': 81, 'num_players': 2}, {'ranked': 5, 'steps': 83, 'num_players': 2}, {'ranked': 6, 'steps': 85, 'num_players': 1}, {'ranked': 7, 'steps': 87, 'num_players': 1}, {'ranked': 8, 'steps': 89, 'num_players': 1}, {'ranked': 9, 'steps': 91, 'num_players': 3}, {'ranked': 10, 'steps': 93, 'num_players': 2}]"
Sokogen-990602-Levels,39,9,7,"['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']",3,5,0,111,88,78,60,"[{'ranked': 1, 'steps': 60, 'num_players': 47}, {'ranked': 2, 'steps': 62, 'num_players': 15}, {'ranked': 3, 'steps': 64, 'num_players': 8}, {'ranked': 4, 'steps': 66, 'num_players': 3}, {'ranked': 5, 'steps': 68, 'num_players': 1}, {'ranked': 6, 'steps': 70, 'num_players': 1}, {'ranked': 7, 'steps': 72, 'num_players': 2}, {'ranked': 8, 'steps': 80, 'num_players': 2}, {'ranked': 9, 'steps': 82, 'num_players': 1}, {'ranked': 10, 'steps': 84, 'num_players': 1}]"
Sokogen-990602-Levels,40,8,6,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']",3,5,0,148,96,77,75,"[{'ranked': 1, 'steps': 75, 'num_players': 43}, {'ranked': 2, 'steps': 77, 'num_players': 6}, {'ranked': 3, 'steps': 79, 'num_players': 22}, {'ranked': 4, 'steps': 81, 'num_players': 8}, {'ranked': 5, 'steps': 83, 'num_players': 5}, {'ranked': 6, 'steps': 91, 'num_players': 1}, {'ranked': 7, 'steps': 93, 'num_players': 1}, {'ranked': 8, 'steps': 95, 'num_players': 1}, {'ranked': 9, 'steps': 97, 'num_players': 1}, {'ranked': 10, 'steps': 99, 'num_players': 5}]"
