collection_name,level_name,level_width,level_height,layout,num_boxes,sokobanonline__likes,sokobanonline__dislikes,sokobanonline__num_played,sokobanonline__num_solved,sokobanonline__uniquely_solved,sokobanonline__shortest_solution,sokobanonline__top_solutions,level_area,sokobanonline__shortest,sokobanonline__solve_rate,sokobanonline__top_solutions_flattened,sokobanonline__reaction_rate,sokobanonline__likes_rate,sokobanonline__likes_perc,sokobanonline__dislikes_rate,sokobanonline__dislikes_perc,enjoyment_cat,difficulty_cat,shortestPath_cat
Sokogen-990602-Levels,14,7,7,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']",3,6,0,124,113,91,37,"[{'ranked': 1, 'steps': 37, 'num_players': 66}, {'ranked': 2, 'steps': 39, 'num_players': 7}, {'ranked': 3, 'steps': 41, 'num_players': 3}, {'ranked': 4, 'steps': 43, 'num_players': 2}, {'ranked': 5, 'steps': 45, 'num_players': 2}, {'ranked': 6, 'steps': 47, 'num_players': 4}, {'ranked': 7, 'steps': 55, 'num_players': 5}, {'ranked': 8, 'steps': 57, 'num_players': 7}, {'ranked': 9, 'steps': 59, 'num_players': 2}, {'ranked': 10, 'steps': 61, 'num_players': 3}]",49,37,0.9112903225806451,"[37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 39, 39, 39, 39, 39, 39, 39, 41, 41, 41, 43, 43, 45, 45, 47, 47, 47, 47, 55, 55, 55, 55, 55, 57, 57, 57, 57, 57, 57, 57, 59, 59, 61, 61, 61]",0.04838709677419355,0.04838709677419355,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,15,7,6,"['#######', '#  ####', '#   *.#', '#  $# #', '#  .$@#', '#######']",3,5,0,140,122,95,30,"[{'ranked': 1, 'steps': 30, 'num_players': 73}, {'ranked': 2, 'steps': 32, 'num_players': 5}, {'ranked': 3, 'steps': 34, 'num_players': 25}, {'ranked': 4, 'steps': 38, 'num_players': 9}, {'ranked': 5, 'steps': 40, 'num_players': 1}, {'ranked': 6, 'steps': 42, 'num_players': 2}]",42,30,0.8714285714285714,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 32, 32, 32, 32, 32, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 38, 38, 38, 38, 38, 38, 38, 38, 38, 40, 42, 42]",0.03571428571428571,0.03571428571428571,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,16,8,6,"['#######', '#  .  ##', '# $$#. #', '# #@$  #', '#  .#  #', '########']",3,6,0,130,104,93,31,"[{'ranked': 1, 'steps': 31, 'num_players': 72}, {'ranked': 2, 'steps': 33, 'num_players': 1}, {'ranked': 3, 'steps': 35, 'num_players': 1}, {'ranked': 4, 'steps': 43, 'num_players': 7}, {'ranked': 5, 'steps': 49, 'num_players': 11}, {'ranked': 6, 'steps': 51, 'num_players': 1}, {'ranked': 7, 'steps': 53, 'num_players': 2}, {'ranked': 8, 'steps': 55, 'num_players': 1}, {'ranked': 9, 'steps': 57, 'num_players': 2}, {'ranked': 10, 'steps': 69, 'num_players': 1}]",48,31,0.8,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 33, 35, 43, 43, 43, 43, 43, 43, 43, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 51, 53, 53, 55, 57, 57, 69]",0.046153846153846156,0.046153846153846156,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,17,7,7,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']",3,4,0,185,159,90,41,"[{'ranked': 1, 'steps': 41, 'num_players': 38}, {'ranked': 2, 'steps': 43, 'num_players': 18}, {'ranked': 3, 'steps': 45, 'num_players': 6}, {'ranked': 4, 'steps': 47, 'num_players': 15}, {'ranked': 5, 'steps': 49, 'num_players': 10}, {'ranked': 6, 'steps': 51, 'num_players': 16}, {'ranked': 7, 'steps': 53, 'num_players': 8}, {'ranked': 8, 'steps': 55, 'num_players': 9}, {'ranked': 9, 'steps': 57, 'num_players': 5}, {'ranked': 10, 'steps': 59, 'num_players': 5}]",49,41,0.8594594594594595,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 45, 45, 45, 45, 45, 45, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 53, 53, 53, 53, 53, 53, 53, 53, 55, 55, 55, 55, 55, 55, 55, 55, 55, 57, 57, 57, 57, 57, 59, 59, 59, 59, 59]",0.021621621621621623,0.021621621621621623,1.0,0.0,0.0,low,easy,short
Sokogen-990602-Levels,18,7,7,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']",3,5,0,146,115,91,31,"[{'ranked': 1, 'steps': 31, 'num_players': 46}, {'ranked': 2, 'steps': 33, 'num_players': 1}, {'ranked': 3, 'steps': 35, 'num_players': 18}, {'ranked': 4, 'steps': 37, 'num_players': 2}, {'ranked': 5, 'steps': 39, 'num_players': 14}, {'ranked': 6, 'steps': 41, 'num_players': 7}, {'ranked': 7, 'steps': 43, 'num_players': 4}, {'ranked': 8, 'steps': 45, 'num_players': 6}, {'ranked': 9, 'steps': 47, 'num_players': 1}, {'ranked': 10, 'steps': 49, 'num_players': 10}]",49,31,0.7876712328767124,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 33, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 37, 37, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 41, 41, 41, 41, 41, 41, 41, 43, 43, 43, 43, 45, 45, 45, 45, 45, 45, 47, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]",0.03424657534246575,0.03424657534246575,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,19,6,6,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']",3,5,0,160,110,93,41,"[{'ranked': 1, 'steps': 41, 'num_players': 65}, {'ranked': 2, 'steps': 43, 'num_players': 6}, {'ranked': 3, 'steps': 45, 'num_players': 6}, {'ranked': 4, 'steps': 47, 'num_players': 4}, {'ranked': 5, 'steps': 49, 'num_players': 2}, {'ranked': 6, 'steps': 51, 'num_players': 3}, {'ranked': 7, 'steps': 53, 'num_players': 8}, {'ranked': 8, 'steps': 55, 'num_players': 6}, {'ranked': 9, 'steps': 57, 'num_players': 4}, {'ranked': 10, 'steps': 61, 'num_players': 2}]",36,41,0.6875,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 43, 43, 43, 43, 43, 43, 45, 45, 45, 45, 45, 45, 47, 47, 47, 47, 49, 49, 51, 51, 51, 53, 53, 53, 53, 53, 53, 53, 53, 55, 55, 55, 55, 55, 55, 57, 57, 57, 57, 61, 61]",0.03125,0.03125,1.0,0.0,0.0,high,hard,short
Sokogen-990602-Levels,20,8,6,"['#######', '#@    ##', '# # #$ #', '#. $*  #', '#   # .#', '########']",3,6,0,152,114,86,51,"[{'ranked': 1, 'steps': 51, 'num_players': 44}, {'ranked': 2, 'steps': 53, 'num_players': 1}, {'ranked': 3, 'steps': 55, 'num_players': 18}, {'ranked': 4, 'steps': 57, 'num_players': 2}, {'ranked': 5, 'steps': 59, 'num_players': 1}, {'ranked': 6, 'steps': 61, 'num_players': 2}, {'ranked': 7, 'steps': 63, 'num_players': 1}, {'ranked': 8, 'steps': 73, 'num_players': 4}, {'ranked': 9, 'steps': 75, 'num_players': 4}, {'ranked': 10, 'steps': 79, 'num_players': 3}]",48,51,0.75,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 53, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 57, 57, 59, 61, 61, 63, 73, 73, 73, 73, 75, 75, 75, 75, 79, 79, 79]",0.039473684210526314,0.039473684210526314,1.0,0.0,0.0,high,easy,long
Sokogen-990602-Levels,21,7,6,"['######', '#   @##', '#  #* #', '#   $ #', '#  $..#', '#######']",3,4,0,125,102,91,34,"[{'ranked': 1, 'steps': 34, 'num_players': 61}, {'ranked': 2, 'steps': 36, 'num_players': 25}, {'ranked': 3, 'steps': 38, 'num_players': 7}, {'ranked': 4, 'steps': 40, 'num_players': 2}, {'ranked': 5, 'steps': 44, 'num_players': 1}, {'ranked': 6, 'steps': 46, 'num_players': 1}, {'ranked': 7, 'steps': 50, 'num_players': 1}, {'ranked': 8, 'steps': 52, 'num_players': 1}, {'ranked': 9, 'steps': 54, 'num_players': 1}, {'ranked': 10, 'steps': 58, 'num_players': 1}]",42,34,0.816,"[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 38, 38, 38, 38, 38, 38, 38, 40, 40, 44, 46, 50, 52, 54, 58]",0.032,0.032,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,22,8,6,"['   #####', '#### . #', '# @$   #', '#   ** #', '#    ###', '######']",3,4,0,163,108,86,56,"[{'ranked': 1, 'steps': 56, 'num_players': 33}, {'ranked': 2, 'steps': 58, 'num_players': 21}, {'ranked': 3, 'steps': 60, 'num_players': 10}, {'ranked': 4, 'steps': 62, 'num_players': 16}, {'ranked': 5, 'steps': 64, 'num_players': 9}, {'ranked': 6, 'steps': 68, 'num_players': 5}, {'ranked': 7, 'steps': 72, 'num_players': 1}, {'ranked': 8, 'steps': 74, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 1}]",48,56,0.6625766871165644,"[56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 64, 64, 64, 64, 64, 64, 64, 64, 64, 68, 68, 68, 68, 68, 72, 74, 76, 78]",0.024539877300613498,0.024539877300613498,1.0,0.0,0.0,low,hard,long
Sokogen-990602-Levels,23,8,6,"['########', '##  . ##', '#   $$@#', '# #. $ #', '#  .#  #', '########']",3,4,0,149,121,90,22,"[{'ranked': 1, 'steps': 22, 'num_players': 66}, {'ranked': 2, 'steps': 23, 'num_players': 11}, {'ranked': 3, 'steps': 24, 'num_players': 11}, {'ranked': 4, 'steps': 25, 'num_players': 2}, {'ranked': 5, 'steps': 26, 'num_players': 4}, {'ranked': 6, 'steps': 32, 'num_players': 1}, {'ranked': 7, 'steps': 35, 'num_players': 2}, {'ranked': 8, 'steps': 37, 'num_players': 1}, {'ranked': 9, 'steps': 41, 'num_players': 1}, {'ranked': 10, 'steps': 43, 'num_players': 1}]",48,22,0.8120805369127517,"[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 26, 26, 26, 26, 32, 35, 35, 37, 41, 43]",0.026845637583892617,0.026845637583892617,1.0,0.0,0.0,low,easy,short
Sokogen-990602-Levels,24,8,7,"['#######', '#  .  #', '# $ # ##', '#.#$ $ #', '#  .#@ #', '#   #  #', '########']",3,4,0,141,101,86,62,"[{'ranked': 1, 'steps': 62, 'num_players': 51}, {'ranked': 2, 'steps': 63, 'num_players': 6}, {'ranked': 3, 'steps': 64, 'num_players': 3}, {'ranked': 4, 'steps': 68, 'num_players': 3}, {'ranked': 5, 'steps': 70, 'num_players': 8}, {'ranked': 6, 'steps': 71, 'num_players': 1}, {'ranked': 7, 'steps': 72, 'num_players': 9}, {'ranked': 8, 'steps': 73, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 4}]",56,62,0.7163120567375887,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 63, 63, 63, 63, 63, 63, 64, 64, 64, 68, 68, 68, 70, 70, 70, 70, 70, 70, 70, 70, 71, 72, 72, 72, 72, 72, 72, 72, 72, 72, 73, 76, 78, 78, 78, 78]",0.028368794326241134,0.028368794326241134,1.0,0.0,0.0,low,hard,long
Sokogen-990602-Levels,25,7,7,"['#######', '#.  ###', '# # $ #', '#  *  #', '#  ## #', '# *  @#', '#######']",3,5,0,132,105,87,58,"[{'ranked': 1, 'steps': 58, 'num_players': 51}, {'ranked': 2, 'steps': 60, 'num_players': 10}, {'ranked': 3, 'steps': 61, 'num_players': 3}, {'ranked': 4, 'steps': 62, 'num_players': 1}, {'ranked': 5, 'steps': 64, 'num_players': 1}, {'ranked': 6, 'steps': 66, 'num_players': 1}, {'ranked': 7, 'steps': 67, 'num_players': 1}, {'ranked': 8, 'steps': 68, 'num_players': 2}, {'ranked': 9, 'steps': 70, 'num_players': 8}, {'ranked': 10, 'steps': 72, 'num_players': 7}]",49,58,0.7954545454545454,"[58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 61, 61, 61, 62, 64, 66, 67, 68, 68, 70, 70, 70, 70, 70, 70, 70, 70, 72, 72, 72, 72, 72, 72, 72]",0.03787878787878788,0.03787878787878788,1.0,0.0,0.0,high,easy,long
Sokogen-990602-Levels,26,8,6,"['#######', '#     ##', '# #@#  #', '#.$$$. #', '#   #. #', '########']",3,5,0,130,102,87,54,"[{'ranked': 1, 'steps': 54, 'num_players': 42}, {'ranked': 2, 'steps': 56, 'num_players': 1}, {'ranked': 3, 'steps': 58, 'num_players': 29}, {'ranked': 4, 'steps': 62, 'num_players': 6}, {'ranked': 5, 'steps': 64, 'num_players': 4}, {'ranked': 6, 'steps': 66, 'num_players': 2}, {'ranked': 7, 'steps': 68, 'num_players': 2}, {'ranked': 8, 'steps': 70, 'num_players': 1}, {'ranked': 9, 'steps': 74, 'num_players': 1}, {'ranked': 10, 'steps': 76, 'num_players': 2}]",48,54,0.7846153846153846,"[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 56, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 62, 62, 62, 62, 62, 62, 64, 64, 64, 64, 66, 66, 68, 68, 70, 74, 76, 76]",0.038461538461538464,0.038461538461538464,1.0,0.0,0.0,high,easy,long
Sokogen-990602-Levels,27,8,6,"['########', '#@.#####', '#$$   ##', '#.$ # ##', '#  .  ##', '########']",3,5,0,124,98,86,26,"[{'ranked': 1, 'steps': 26, 'num_players': 67}, {'ranked': 2, 'steps': 28, 'num_players': 5}, {'ranked': 3, 'steps': 34, 'num_players': 12}, {'ranked': 4, 'steps': 36, 'num_players': 1}, {'ranked': 5, 'steps': 38, 'num_players': 1}, {'ranked': 6, 'steps': 40, 'num_players': 3}, {'ranked': 7, 'steps': 42, 'num_players': 1}, {'ranked': 8, 'steps': 44, 'num_players': 2}, {'ranked': 9, 'steps': 46, 'num_players': 1}, {'ranked': 10, 'steps': 48, 'num_players': 1}]",48,26,0.7903225806451613,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 28, 28, 28, 28, 28, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 36, 38, 40, 40, 40, 42, 44, 44, 46, 48]",0.04032258064516129,0.04032258064516129,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,28,7,7,"['#####', '#   #', '# # ###', '#. $$ #', '#.  # #', '#  *@ #', '#######']",3,4,0,130,100,85,58,"[{'ranked': 1, 'steps': 58, 'num_players': 41}, {'ranked': 2, 'steps': 60, 'num_players': 2}, {'ranked': 3, 'steps': 62, 'num_players': 10}, {'ranked': 4, 'steps': 64, 'num_players': 2}, {'ranked': 5, 'steps': 66, 'num_players': 5}, {'ranked': 6, 'steps': 68, 'num_players': 7}, {'ranked': 7, 'steps': 72, 'num_players': 4}, {'ranked': 8, 'steps': 74, 'num_players': 1}, {'ranked': 9, 'steps': 76, 'num_players': 1}, {'ranked': 10, 'steps': 78, 'num_players': 1}]",49,58,0.7692307692307693,"[58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 60, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 64, 64, 66, 66, 66, 66, 66, 68, 68, 68, 68, 68, 68, 68, 72, 72, 72, 72, 74, 76, 78]",0.03076923076923077,0.03076923076923077,1.0,0.0,0.0,low,easy,long
Sokogen-990602-Levels,29,8,6,"['########', '##.   ##', '#  $$$+#', '# # #  #', '#.    ##', '########']",3,4,0,132,104,82,68,"[{'ranked': 1, 'steps': 68, 'num_players': 45}, {'ranked': 2, 'steps': 70, 'num_players': 1}, {'ranked': 3, 'steps': 72, 'num_players': 1}, {'ranked': 4, 'steps': 74, 'num_players': 2}, {'ranked': 5, 'steps': 76, 'num_players': 21}, {'ranked': 6, 'steps': 78, 'num_players': 8}, {'ranked': 7, 'steps': 80, 'num_players': 6}, {'ranked': 8, 'steps': 82, 'num_players': 7}, {'ranked': 9, 'steps': 84, 'num_players': 1}, {'ranked': 10, 'steps': 86, 'num_players': 1}]",48,68,0.7878787878787878,"[68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 70, 72, 74, 74, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 78, 78, 78, 78, 78, 78, 78, 78, 80, 80, 80, 80, 80, 80, 82, 82, 82, 82, 82, 82, 82, 84, 86]",0.030303030303030304,0.030303030303030304,1.0,0.0,0.0,low,easy,long
Sokogen-990602-Levels,30,7,6,"['#######', '##.  ##', '#+$$$ #', '# #  .#', '#    ##', '#######']",3,7,0,116,91,85,39,"[{'ranked': 1, 'steps': 39, 'num_players': 73}, {'ranked': 2, 'steps': 41, 'num_players': 6}, {'ranked': 3, 'steps': 43, 'num_players': 2}, {'ranked': 4, 'steps': 45, 'num_players': 1}, {'ranked': 5, 'steps': 47, 'num_players': 1}, {'ranked': 6, 'steps': 49, 'num_players': 2}, {'ranked': 7, 'steps': 51, 'num_players': 1}, {'ranked': 8, 'steps': 53, 'num_players': 1}]",42,39,0.7844827586206896,"[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 41, 41, 41, 41, 41, 41, 43, 43, 45, 47, 49, 49, 51, 53]",0.0603448275862069,0.0603448275862069,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,31,7,7,"['#####', '#   ##', '#.   ##', '# #.$ #', '# $$# #', '##@.  #', ' ######']",3,5,0,121,93,83,42,"[{'ranked': 1, 'steps': 42, 'num_players': 61}, {'ranked': 2, 'steps': 44, 'num_players': 7}, {'ranked': 3, 'steps': 46, 'num_players': 2}, {'ranked': 4, 'steps': 47, 'num_players': 6}, {'ranked': 5, 'steps': 48, 'num_players': 1}, {'ranked': 6, 'steps': 50, 'num_players': 1}, {'ranked': 7, 'steps': 51, 'num_players': 1}, {'ranked': 8, 'steps': 52, 'num_players': 5}, {'ranked': 9, 'steps': 54, 'num_players': 2}, {'ranked': 10, 'steps': 55, 'num_players': 1}]",49,42,0.768595041322314,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 44, 44, 44, 44, 44, 44, 44, 46, 46, 47, 47, 47, 47, 47, 47, 48, 50, 51, 52, 52, 52, 52, 52, 54, 54, 55]",0.04132231404958678,0.04132231404958678,1.0,0.0,0.0,high,easy,short
Sokogen-990602-Levels,32,7,7,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']",3,4,0,134,101,84,33,"[{'ranked': 1, 'steps': 33, 'num_players': 59}, {'ranked': 2, 'steps': 35, 'num_players': 6}, {'ranked': 3, 'steps': 37, 'num_players': 19}, {'ranked': 4, 'steps': 39, 'num_players': 5}, {'ranked': 5, 'steps': 41, 'num_players': 1}, {'ranked': 6, 'steps': 43, 'num_players': 3}, {'ranked': 7, 'steps': 47, 'num_players': 1}, {'ranked': 8, 'steps': 49, 'num_players': 1}, {'ranked': 9, 'steps': 53, 'num_players': 1}]",49,33,0.753731343283582,"[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 35, 35, 35, 35, 35, 35, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 39, 39, 39, 39, 39, 41, 43, 43, 43, 47, 49, 53]",0.029850746268656716,0.029850746268656716,1.0,0.0,0.0,low,easy,short
Sokogen-990602-Levels,34,8,7,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']",3,4,0,130,101,80,66,"[{'ranked': 1, 'steps': 66, 'num_players': 27}, {'ranked': 2, 'steps': 68, 'num_players': 14}, {'ranked': 3, 'steps': 70, 'num_players': 9}, {'ranked': 4, 'steps': 72, 'num_players': 1}, {'ranked': 5, 'steps': 74, 'num_players': 8}, {'ranked': 6, 'steps': 76, 'num_players': 7}, {'ranked': 7, 'steps': 78, 'num_players': 3}, {'ranked': 8, 'steps': 80, 'num_players': 3}, {'ranked': 9, 'steps': 82, 'num_players': 3}, {'ranked': 10, 'steps': 84, 'num_players': 4}]",56,66,0.7769230769230769,"[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 70, 70, 70, 70, 70, 70, 70, 70, 70, 72, 74, 74, 74, 74, 74, 74, 74, 74, 76, 76, 76, 76, 76, 76, 76, 78, 78, 78, 80, 80, 80, 82, 82, 82, 84, 84, 84, 84]",0.03076923076923077,0.03076923076923077,1.0,0.0,0.0,low,easy,long
